Set	Size	Count	z-score	Adj. z-score	Adj. p-value	Adj. q-value	List of genes
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	13	10	-0.601156	-1.0614	0.855746	0.991431	TFDP1(0.715676); PPP2R1A(-0.0563057); PRIM1(-0.150408); E2F1(-0.193662); PPP2CB(-0.230591); POLA2(-0.280712); RB1(-0.304368); PRIM2(-0.627734); PPP2R1B(-0.719635); PPP2CA(-0.863361); 
PID_FOXO_PATHWAY	49	48	-0.673022	-1.08274	0.860538	0.991766	CHUK(3.12509); BCL2L11(1.80172); CSNK1G1(1.12504); CDKN1B(1.10316); G6PC(0.819641); FOXO1(0.803782); KAT2B(0.684851); CSNK1A1(0.683409); CAT(0.334398); MAPK10(0.215418); SGK1(0.215168); RBL2(0.156071); YWHAQ(0.0368781); SKP2(0.0173316); MAPK9(-0.0285666); XPO1(-0.0928884); FOXO3(-0.156345); CSNK1G2(-0.181067); FASLG(-0.18886); EP300(-0.192803); FBXO32(-0.195992); YWHAB(-0.207316); CREBBP(-0.268873); MAPK8(-0.277255); RAN(-0.300594); CSNK1E(-0.31668); CTNNB1(-0.32477); CDK2(-0.384698); RALB(-0.389093); MST1(-0.39974); GADD45A(-0.417097); CCNB1(-0.465449); RALA(-0.471177); YWHAH(-0.533874); SFN(-0.625257); YWHAZ(-0.67485); CSNK1G3(-0.67493); BCL6(-0.701396); IKBKB(-0.731113); SOD2(-0.753301); USP7(-0.770545); AKT1(-0.790536); YWHAG(-0.837441); PLK1(-0.902594); YWHAE(-0.953313); SIRT1(-1.03912); ZFAND5(-1.07959); CSNK1D(-1.1123); 
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	16	14	-0.594204	-1.08569	0.861191	0.991766	SMURF1(1.20154); PARD3(0.619079); TGFBR2(0.436012); F11R(0.415499); FKBP1A(0.144925); RPS27A(0.114955); UBA52(-0.0398633); CGN(-0.265695); ARHGEF18(-0.615415); TGFB1(-0.744477); PARD6A(-0.886557); TGFBR1(-0.987729); RHOA(-1.31259); PRKCZ(-1.38009); 
REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING	21	20	-0.306124	-1.08399	0.860815	0.991766	EXOC6(1.40306); INS(0.84002); SNAP25(0.649187); EXOC2(0.337471); RAB27A(0.071383); PCSK2(-0.055587); EXOC3(-0.098372); EXOC4(-0.124748); CPE(-0.143614); SLC30A5(-0.277526); EXOC5(-0.434819); ERO1L(-0.487298); EXOC1(-0.501857); VAMP2(-0.514471); KIF5B(-0.605505); MYO5A(-0.683131); PCSK1(-0.685343); STX1A(-0.840451); SLC30A7(-0.865408); EXOC8(-0.954859); 
REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS	17	16	-0.852969	-1.10001	0.864337	0.99339	STX11(0.65357); SNAP25(0.649187); STX16(0.32532); STX5(0.295007); STX3(0.288311); VAMP1(0.126692); STX7(0.00411458); STX6(-0.113335); STX2(-0.237609); STX8(-0.436683); VAMP2(-0.514471); STX10(-0.810234); STX1A(-0.840451); STX1B(-0.878648); STX4(-0.951892); STX12(-1.14215); 
REACTOME_DEADENYLATION_OF_MRNA	22	18	-0.742105	-1.10418	0.865242	0.99339	EIF4A3(1.54654); CNOT6(0.744218); TNKS1BP1(0.468413); EIF4G1(0.0945215); PARN(-0.0678587); EIF4E(-0.0855737); CNOT8(-0.104722); EIF4A1(-0.132369); EIF4A2(-0.282204); CNOT2(-0.334635); CNOT4(-0.457306); CNOT3(-0.501578); PABPC1(-0.665898); CNOT7(-0.738632); CNOT10(-0.743548); PAIP1(-0.800692); EIF4B(-0.819474); RQCD1(-0.943968); 
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	51	46	-1.00146	-1.1024	0.864856	0.99339	PSMB5(2.34567); TP53(1.53647); PSMB2(1.04704); PSMC5(0.607076); PSMD4(0.399732); PSMB3(0.36527); PSMA8(0.354902); PSMA5(0.350631); PSMB4(0.2488); PSMA1(0.171431); PSMA4(0.158155); PSMD2(0.141125); RPS27A(0.114955); PSMD3(0.0418043); RFWD2(0.0290255); PSMC2(0.0208709); PSMB9(0.0170475); PSMB8(0.0165566); PSMD6(0.0115824); PSMF1(0.0106812); UBA52(-0.0398633); PSMC1(-0.0682937); PSMD7(-0.0811735); PSMA2(-0.114179); PSMD1(-0.190393); PSMD11(-0.319427); PSMB7(-0.369602); PSMD13(-0.395083); PSMD5(-0.409103); PSMA6(-0.501463); PSMB10(-0.514225); PSMC4(-0.564806); PSMB6(-0.584287); PSMB1(-0.639227); ATM(-0.644324); PSMD14(-0.70967); PSMD9(-0.71379); PSMD12(-0.721019); PSMC3(-0.738117); PSMA3(-0.763352); PSMD8(-0.80273); PSME2(-0.806434); PSME1(-0.807009); PSME4(-0.850173); PSMC6(-0.911922); PSMA7(-1.00725); 
REACTOME_NEPHRIN_INTERACTIONS	20	19	0.128957	-1.12148	0.868959	0.99339	ACTN1(1.4803); PIK3CA(0.740005); KIRREL3(0.149089); FYN(0.138675); ACTN4(0.00736887); PIK3R1(0.00731657); MAGI2(-0.13419); PIK3R2(-0.167603); IQGAP1(-0.193064); PIK3CB(-0.339528); NCK2(-0.37388); SPTBN1(-0.399399); CD2AP(-0.41143); NPHS1(-0.511222); ACTN2(-0.541166); KIRREL2(-0.640949); SPTAN1(-0.807368); WASL(-0.984599); NCK1(-1.01167); 
REACTOME_CIRCADIAN_CLOCK	53	50	-0.29463	-1.10677	0.865802	0.99339	CRY2(2.23257); RORA(1.2735); ARNTL(1.12404); SREBF1(0.757962); NPAS2(0.731737); NAMPT(0.575139); NCOA6(0.443338); PER1(0.437008); HDAC3(0.381049); ELOVL3(0.37082); BHLHE40(0.333431); MED1(0.242362); CCRN4L(0.176318); RPS27A(0.114955); CRY1(0.0742209); CPT1A(0.0469112); PPARA(0.0408768); NCOR1(0.0333043); UBA52(-0.0398633); HIF1A(-0.0633025); PER2(-0.0918866); EP300(-0.192803); MEF2C(-0.197942); FBXL3(-0.222595); NCOA1(-0.247813); CREBBP(-0.268873); PPARGC1A(-0.297834); ATF2(-0.303988); SMARCD3(-0.315161); CSNK1E(-0.31668); CLOCK(-0.344986); ARNTL2(-0.348754); NCOA2(-0.395748); BHLHE41(-0.41283); NR1D1(-0.458396); CREB1(-0.460857); NCOA3(-0.55491); AVP(-0.582352); MEF2D(-0.619721); RXRA(-0.626136); SERPINE1(-0.632385); CUL1(-0.633119); DBP(-0.635455); F7(-0.636817); BTRC(-0.811693); TBL1XR1(-0.845503); NR3C1(-1.07257); TGS1(-1.10328); CSNK1D(-1.1123); SKP1(-1.13274); 
REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION	19	19	-1.04024	-1.11354	0.867261	0.99339	POLR3K(0.86132); POLR2L(0.814085); NFIB(0.67343); POLR3D(0.263926); POLR1D(0.237085); POLR2H(0.11444); POLR3GL(-0.107416); POLR2K(-0.204329); POLR2E(-0.243269); POLR2F(-0.317509); POLR3F(-0.364613); POLR3E(-0.53141); POLR3H(-0.569204); POLR3C(-0.592069); POLR1C(-0.622396); LZTS1(-0.699527); POLR3A(-0.754423); SSB(-0.896863); POLR3B(-1.02765); 
REACTOME_RNA_POL_III_CHAIN_ELONGATION	17	17	-1.14347	-1.11383	0.867324	0.99339	POLR3K(0.86132); POLR2L(0.814085); POLR3D(0.263926); POLR1D(0.237085); POLR2H(0.11444); POLR3GL(-0.107416); POLR2K(-0.204329); POLR2E(-0.243269); POLR2F(-0.317509); POLR3F(-0.364613); POLR3E(-0.53141); POLR3H(-0.569204); POLR3C(-0.592069); POLR1C(-0.622396); LZTS1(-0.699527); POLR3A(-0.754423); POLR3B(-1.02765); 
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	25	25	-0.501309	-1.30418	0.903913	0.994838	ALDH2(0.846686); UGDH(0.806965); ALDH9A1(0.485325); UGT2B17(0.0411713); ALDH7A1(0.035245); UGT2B15(0.0290842); UGT1A1(-0.0373539); UGT2B10(-0.129638); UGT2A3(-0.131336); UGT1A3(-0.176098); UGT1A4(-0.200903); UGT1A5(-0.217275); UGT1A6(-0.273279); UGT1A7(-0.288122); UGT1A9(-0.303307); UGT1A10(-0.364278); UGT1A8(-0.389184); UGT2B28(-0.513696); UGT2B7(-0.542174); UGT2B4(-0.565009); UGT2B11(-0.565209); MIOX(-0.622548); ALDH3A2(-0.666397); ALDH1B1(-0.691958); UGT2A1(-0.88932); 
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	32	31	-0.777105	-1.13557	0.871933	0.994838	AGXT(0.801656); ACY3(0.581268); PPAT(0.526277); ALDH5A1(0.264262); CPS1(0.258357); GOT2(0.213821); ABAT(0.180721); GAD2(0.14578); GOT1(0.105137); NIT2(0.0230888); GFPT2(-0.00123505); GLS2(-0.00354981); GAD1(-0.0909558); GLUD1(-0.121793); ASPA(-0.130562); IL4I1(-0.142027); DDO(-0.211173); ADSSL1(-0.229997); GPT(-0.231974); AGXT2(-0.247694); ADSS(-0.294394); CAD(-0.315302); GLS(-0.380043); ALDH4A1(-0.466939); ADSL(-0.525991); ASS1(-0.601303); ASL(-0.638689); GLUL(-0.745068); GPT2(-0.797029); GFPT1(-1.01528); ASNS(-1.13887); 
KEGG_NITROGEN_METABOLISM	23	21	-1.04459	-1.16784	0.878565	0.994838	CA6(1.74772); CA9(1.05275); CA12(0.690033); HAL(0.523986); CTH(0.497103); CPS1(0.258357); GLS2(-0.00354981); GLUD1(-0.121793); CA2(-0.323403); CA5A(-0.328411); GLS(-0.380043); CA8(-0.409298); CA13(-0.435369); CA3(-0.528738); CA7(-0.652077); GLUL(-0.745068); CA4(-0.887553); CA14(-0.927991); CA1(-1.01406); ASNS(-1.13887); AMT(-1.24734); 
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	70	70	-1.00334	-1.23011	0.890673	0.994838	GSTM1(1.35225); GSTM2(1.30659); GSTA5(1.07386); ADH1C(0.773521); GSTA2(0.75544); GSTM3(0.741391); DHDH(0.716336); AKR1C3(0.689701); ADH5(0.647969); MGST1(0.583869); ADH4(0.559017); ALDH3B2(0.528551); MGST3(0.527013); EPHX1(0.491765); GSTA4(0.465155); MGST2(0.453565); ADH1B(0.272485); ADH7(0.2588); AKR1C1(0.221786); CYP3A5(0.190621); AKR1C2(0.168327); CYP1A1(0.053758); UGT2B17(0.0411713); CYP1A2(0.0350463); UGT2B15(0.0290842); CYP2C8(0.0109588); AKR1C4(-0.024255); UGT1A1(-0.0373539); GSTT2(-0.117384); UGT2B10(-0.129638); UGT2A3(-0.131336); CYP1B1(-0.164052); UGT1A3(-0.176098); UGT1A4(-0.200903); UGT1A5(-0.217275); CYP3A4(-0.225232); UGT1A6(-0.273279); UGT1A7(-0.288122); UGT1A9(-0.303307); GSTM5(-0.323419); CYP2B6(-0.325416); GSTP1(-0.362679); UGT1A10(-0.364278); CYP2F1(-0.365003); ADH1A(-0.388392); UGT1A8(-0.389184); GSTM4(-0.41509); ALDH1A3(-0.429514); ALDH3B1(-0.485986); UGT2B28(-0.513696); GSTO2(-0.527889); GSTK1(-0.532817); GSTA1(-0.53699); UGT2B7(-0.542174); UGT2B4(-0.565009); UGT2B11(-0.565209); GSTZ1(-0.590033); CYP2S1(-0.591836); ADH6(-0.631807); CYP2E1(-0.639048); CYP3A7(-0.661425); GSTA3(-0.687758); CYP3A43(-0.854599); GSTO1(-0.858062); UGT2A1(-0.88932); CYP2C9(-0.890943); ALDH3A1(-1.04778); GSTT1(-1.05326); CYP2C18(-1.12759); CYP2C19(-1.20967); 
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	72	70	-1.04738	-1.28112	0.899925	0.994838	GSTM1(1.35225); GSTM2(1.30659); FMO3(1.24361); FMO2(1.10255); GSTA5(1.07386); FMO1(0.91286); FMO5(0.808559); ADH1C(0.773521); GSTA2(0.75544); GSTM3(0.741391); ADH5(0.647969); MGST1(0.583869); ADH4(0.559017); ALDH3B2(0.528551); MGST3(0.527013); GSTA4(0.465155); MGST2(0.453565); ADH1B(0.272485); ADH7(0.2588); CYP3A5(0.190621); UGT2B17(0.0411713); CYP1A2(0.0350463); UGT2B15(0.0290842); CYP2C8(0.0109588); UGT1A1(-0.0373539); GSTT2(-0.117384); UGT2B10(-0.129638); UGT2A3(-0.131336); UGT1A3(-0.176098); UGT1A4(-0.200903); UGT1A5(-0.217275); CYP3A4(-0.225232); CYP2A7(-0.269185); UGT1A6(-0.273279); UGT1A7(-0.288122); UGT1A9(-0.303307); GSTM5(-0.323419); CYP2B6(-0.325416); GSTP1(-0.362679); UGT1A10(-0.364278); ADH1A(-0.388392); UGT1A8(-0.389184); GSTM4(-0.41509); CYP2A6(-0.418552); ALDH1A3(-0.429514); AOX1(-0.437308); ALDH3B1(-0.485986); CYP2A13(-0.513033); UGT2B28(-0.513696); GSTO2(-0.527889); GSTK1(-0.532817); GSTA1(-0.53699); UGT2B7(-0.542174); UGT2B4(-0.565009); UGT2B11(-0.565209); GSTZ1(-0.590033); ADH6(-0.631807); CYP2E1(-0.639048); CYP3A7(-0.661425); GSTA3(-0.687758); FMO4(-0.690616); CYP3A43(-0.854599); GSTO1(-0.858062); CYP2D6(-0.873574); UGT2A1(-0.88932); CYP2C9(-0.890943); ALDH3A1(-1.04778); GSTT1(-1.05326); CYP2C18(-1.12759); CYP2C19(-1.20967); 
KEGG_PROTEIN_EXPORT	24	23	-1.00555	-1.13706	0.872244	0.994838	SEC61G(0.730903); SEC61A2(0.653582); IMMP2L(0.56177); SEC11A(0.358808); SPCS2(0.16182); SPCS1(0.110423); OXA1L(0.0955579); IMMP1L(0.0584792); SEC63(0.0421493); SRP72(-0.00619676); SPCS3(-0.0918938); SRPR(-0.135248); SRP14(-0.271466); SEC62(-0.391646); SEC61B(-0.433338); SRPRB(-0.50158); SRP9(-0.510008); SRP19(-0.672584); HSPA5(-0.698902); SEC61A1(-0.780129); SEC11C(-0.795199); SRP68(-0.919968); SRP54(-1.03811); 
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	138	125	-0.122004	-1.18967	0.882912	0.994838	UBE2D3(3.10699); UBE2Z(2.30476); FBXW7(2.18863); UBE3C(2.02144); UBE2E2(1.80922); UBE2J1(1.70289); UBE2R2(1.52667); HERC1(1.40832); TRIM37(1.3141); SMURF1(1.20154); UBE2U(1.03125); UBE4A(1.02068); MAP3K1(0.903983); ANAPC13(0.894575); AIRE(0.86891); KLHL9(0.862097); ITCH(0.844774); ANAPC10(0.822607); CUL4A(0.763386); PARK2(0.74725); UBE2D4(0.607679); SMURF2(0.566084); UBE2W(0.543715); UBE2Q2(0.527364); NHLRC1(0.480268); MDM2(0.467804); HERC3(0.432308); NEDD4L(0.417171); UBE2C(0.295436); CDC26(0.294228); TCEB1(0.267408); UBE2G1(0.238526); UBE3B(0.223073); FBXW11(0.198765); PIAS3(0.196274); ANAPC4(0.166437); UBE2I(0.157567); TRIM32(0.155981); UBE2QL1(0.155266); UBE2K(0.133587); FBXO2(0.118681); BIRC3(0.102823); FANCL(0.0988777); SOCS3(0.0692202); BIRC2(0.060286); UBE2D1(0.0562972); ANAPC5(0.0336452); RFWD2(0.0290255); SKP2(0.0173316); CUL7(0.00258764); VHL(-0.0750473); PRPF19(-0.0782); CUL5(-0.104608); UBE2J2(-0.125104); PIAS2(-0.129194); PPIL2(-0.146461); UBE2O(-0.179756); UBA3(-0.180039); BIRC6(-0.221649); UBE2L6(-0.222069); RNF7(-0.226393); ERCC8(-0.237108); SYVN1(-0.256925); CDC23(-0.289332); UBE3A(-0.321083); NEDD4(-0.328904); UBOX5(-0.337985); UBA6(-0.351133); DET1(-0.35308); UBE4B(-0.383829); PML(-0.385466); KEAP1(-0.39683); CDC27(-0.397762); ANAPC1(-0.406015); HERC4(-0.411807); WWP2(-0.428656); UBE2E3(-0.428909); UBE2M(-0.431464); CDC20(-0.453377); CUL2(-0.466553); STUB1(-0.493996); UBE2N(-0.494611); RHOBTB2(-0.500171); PIAS1(-0.513939); DDB2(-0.545563); RBX1(-0.562444); UBE2E1(-0.608703); RCHY1(-0.609174); PIAS4(-0.620029); FBXO4(-0.62577); CUL1(-0.633119); MGRN1(-0.633214); UBA7(-0.634333); UBE2H(-0.640262); BRCA1(-0.651063); UBE2G2(-0.654035); FBXW8(-0.680081); SOCS1(-0.722527); TRAF6(-0.736632); UBE2B(-0.754967); CBL(-0.779886); UBE2S(-0.782133); TRIP12(-0.784927); CDC34(-0.79702); BTRC(-0.811693); CDC16(-0.812578); UBE2F(-0.837576); UBR5(-0.862626); UBE2Q1(-0.879865); FZR1(-0.883777); WWP1(-0.910403); ANAPC7(-0.923323); TCEB2(-0.9274); CBLB(-0.93392); CUL3(-1.03373); SAE1(-1.04587); UBA2(-1.07449); SKP1(-1.13274); SIAH1(-1.15772); CBLC(-1.15773); UBE2D2(-1.20987); UBE2L3(-1.26789); ANAPC2(-1.30918); HERC2(-1.3126); DDB1(-1.35266); 
KEGG_TGF_BETA_SIGNALING_PATHWAY	86	85	-0.808652	-1.27588	0.899001	0.994838	CDKN2B(3.94603); TNF(3.33523); GDF6(1.37514); NOG(1.28074); SMURF1(1.20154); ACVR2A(0.939038); THBS3(0.829736); SMAD7(0.806264); BMP8A(0.749396); TFDP1(0.715676); ACVR1C(0.671066); ID4(0.660116); SMURF2(0.566084); THBS4(0.454037); BMPR1B(0.436234); TGFBR2(0.436012); BMP7(0.425993); INHBE(0.341538); INHBC(0.309707); MAPK1(0.309425); BMP4(0.294178); BMP6(0.26068); BMP5(0.259312); MYC(0.242354); RBL2(0.156071); SMAD9(-0.000631316); GDF5(-0.0180836); MAPK3(-0.0304901); LTBP1(-0.033503); ID3(-0.0384236); PPP2R1A(-0.0563057); INHBA(-0.068406); GDF7(-0.0848295); ACVRL1(-0.0894937); ROCK1(-0.0992421); BMPR2(-0.102858); FST(-0.161213); CHRD(-0.173261); LEFTY1(-0.181447); EP300(-0.192803); SMAD4(-0.199858); DCN(-0.218939); PPP2CB(-0.230591); CREBBP(-0.268873); E2F4(-0.28412); SMAD3(-0.321146); AMH(-0.323812); COMP(-0.343911); THBS2(-0.344573); BMP8B(-0.367801); SMAD6(-0.367862); TGFB2(-0.384374); ACVR1(-0.398453); RPS6KB1(-0.445171); IFNG(-0.446851); PITX2(-0.455765); BMP2(-0.502191); ACVR2B(-0.515236); ROCK2(-0.545883); RBX1(-0.562444); BMPR1A(-0.611576); ID2(-0.6189); CUL1(-0.633119); INHBB(-0.640016); TGFB3(-0.643113); NODAL(-0.716091); PPP2R1B(-0.719635); TGFB1(-0.744477); E2F5(-0.769413); ID1(-0.776107); LEFTY2(-0.797637); ZFYVE9(-0.852989); AMHR2(-0.855606); PPP2CA(-0.863361); RBL1(-0.933176); THBS1(-0.952969); SP1(-0.984785); TGFBR1(-0.987729); ZFYVE16(-1.06161); RPS6KB2(-1.06304); SKP1(-1.13274); SMAD1(-1.13847); SMAD2(-1.15056); SMAD5(-1.18178); RHOA(-1.31259); 
BIOCARTA_VDR_PATHWAY	12	12	-0.195329	-1.16007	0.876989	0.994838	KAT2B(0.684851); MED1(0.242362); NCOR1(0.0333043); EP300(-0.192803); NCOA1(-0.247813); CREBBP(-0.268873); CARM1(-0.302816); NCOA2(-0.395748); NCOA3(-0.55491); RXRA(-0.626136); HDAC1(-0.782723); TSC2(-0.834773); 
BIOCARTA_SKP2E2F_PATHWAY	10	10	-0.967083	-1.24269	0.893008	0.994838	TFDP1(0.715676); CCNA1(0.239808); SKP2(0.0173316); E2F1(-0.193662); RB1(-0.304368); CDK2(-0.384698); CUL1(-0.633119); CCNE1(-0.683835); CDC34(-0.79702); SKP1(-1.13274); 
BIOCARTA_SET_PATHWAY	11	10	-1.22924	-1.21137	0.887123	0.994838	DFFA(0.119291); PRF1(-0.0268675); DFFB(-0.149794); ANP32A(-0.171387); GZMB(-0.249159); CREBBP(-0.268873); APEX1(-0.312618); HMGB2(-0.364876); GZMA(-0.726339); NME1(-0.929045); 
BIOCARTA_PITX2_PATHWAY	15	15	-0.770954	-1.27072	0.898085	0.994838	WNT1(1.01595); MED1(0.242362); GSK3B(0.144671); LDB1(0.100598); TRRAP(-0.060874); EP300(-0.192803); CREBBP(-0.268873); CTNNB1(-0.32477); APC(-0.333056); AXIN1(-0.362668); PITX2(-0.455765); FZD1(-0.462751); LEF1(-0.773523); HDAC1(-0.782723); DVL1(-1.46403); 
BIOCARTA_NKCELLS_PATHWAY	20	20	-0.663643	-1.16576	0.878144	0.994838	IL18(1.43952); PTK2B(1.00923); PIK3CA(0.740005); HLA-A(0.444104); PIK3R1(0.00731657); MAPK3(-0.0304901); SYK(-0.130531); RAC1(-0.183129); B2M(-0.289726); VAV1(-0.351808); PAK1(-0.36475); MAP2K1(-0.412275); ITGB1(-0.450603); KLRD1(-0.51889); LAT(-0.608179); KLRC4(-0.811809); KLRC3(-0.867744); PTPN6(-0.881185); KLRC1(-0.986239); KLRC2(-1.00881); 
BIOCARTA_EIF4_PATHWAY	24	23	-0.389789	-1.1587	0.876712	0.994838	PRKCB(1.3141); MTOR(1.19005); PIK3CA(0.740005); MAPK1(0.309425); PTEN(0.243819); EIF4G1(0.0945215); PIK3R1(0.00731657); MAPK3(-0.0304901); EIF4E(-0.0855737); EIF4A1(-0.132369); PRKCA(-0.252342); EIF4A2(-0.282204); EIF4G2(-0.425583); RPS6KB1(-0.445171); MKNK1(-0.489393); GHR(-0.499037); IRS1(-0.513901); PABPC1(-0.665898); PDK2(-0.728241); EIF4G3(-0.777032); AKT1(-0.790536); MAPK14(-0.821728); PDPK1(-1.51315); 
BIOCARTA_MEF2D_PATHWAY	23	18	-0.49932	-1.25665	0.895561	0.994838	PRKCB(1.3141); PPP3CA(0.877954); NFATC1(0.502222); NFATC2(0.261415); CALM1(-0.0768233); CABIN1(-0.167701); EP300(-0.192803); PRKCA(-0.252342); CALM2(-0.314883); CAPNS1(-0.385579); CAPN2(-0.536388); MEF2D(-0.619721); PPP3CC(-0.640544); CAPNS2(-0.668504); HDAC1(-0.782723); HDAC2(-0.810707); PPP3CB(-0.843689); CALM3(-0.990701); 
BIOCARTA_CDC42RAC_PATHWAY	16	16	-0.85346	-1.21535	0.887883	0.994838	PIK3CA(0.740005); ARPC1B(0.31737); ARPC1A(0.267331); PDGFRA(0.147694); ACTR3(0.0294189); PIK3R1(0.00731657); ACTR2(-0.0889147); ARPC5(-0.143735); CDC42(-0.144984); ARPC4(-0.166623); RAC1(-0.183129); PAK1(-0.36475); WASL(-0.984599); ARPC3(-1.02396); ARPC2(-1.0376); RHOA(-1.31259); 
ST_WNT_BETA_CATENIN_PATHWAY	34	34	-0.686373	-1.13199	0.871181	0.994838	SENP2(1.26733); AKT2(0.947394); CSNK1A1(0.683409); WIF1(0.633922); AKT3(0.573376); NKD1(0.452479); CXXC4(0.307102); DKK3(0.295011); SFRP1(0.293664); MVP(0.183906); DACT1(0.15058); GSK3B(0.144671); FSTL1(0.113772); DKK4(0.0748774); CER1(-0.0195813); FRAT1(-0.126994); PSEN1(-0.318482); CTNNB1(-0.32477); APC(-0.333056); AXIN1(-0.362668); TSHB(-0.367235); AXIN2(-0.423698); ANKRD6(-0.441444); DKK2(-0.443132); DKK1(-0.550895); PTPRA(-0.58764); PIN1(-0.590309); GSK3A(-0.668364); AKT1(-0.790536); CBY1(-0.856782); NKD2(-0.909362); RPSA(-0.923196); LRP1(-1.0952); DVL1(-1.46403); 
PID_ATR_PATHWAY	39	39	-0.8381	-1.25227	0.894764	0.994838	SSPO(1.27725); BRCA2(1.07326); RFC5(0.837878); PPP2R2B(0.72958); MDM2(0.467804); CDC25A(0.391891); CCNA2(0.38542); SMARCAL1(0.278397); FBXW11(0.198765); ATR(0.0188044); RFC3(0.0161609); ATRIP(-0.0492199); PPP2R1A(-0.0563057); RPA1(-0.0785495); CDC25C(-0.109539); TIMELESS(-0.118813); YWHAB(-0.207316); RFC4(-0.211955); HUS1(-0.226701); MCM7(-0.238608); TIPIN(-0.273648); NBN(-0.355127); CLSPN(-0.358714); RAD51(-0.365217); TOPBP1(-0.375426); CDK2(-0.384698); RAD9A(-0.415646); CDC6(-0.424306); CEP164(-0.473186); RAD1(-0.566354); CHEK1(-0.632611); RPA2(-0.636151); YWHAZ(-0.67485); RFC2(-0.68194); FANCD2(-0.73821); RAD17(-0.738524); PPP2CA(-0.863361); PLK1(-0.902594); MCM2(-0.991629); 
PID_ARF6_DOWNSTREAM_PATHWAY	15	15	-0.577839	-1.14646	0.874197	0.994838	TIAM1(0.528044); KALRN(0.446736); MAPK1(0.309425); PIP5K1A(0.236995); RAB11A(0.14923); PLAUR(0.0757166); ARF1(0.0498803); MAPK3(-0.0304901); RAC1(-0.183129); ARF6(-0.360633); RAB11FIP3(-0.697984); PLD2(-0.881664); NME1(-0.929045); PLD1(-1.00477); RHOA(-1.31259); 
PID_ALK2_PATHWAY	11	11	-0.786677	-1.16454	0.877897	0.994838	TLX2(0.516092); BMP7(0.425993); FKBP1A(0.144925); SMAD9(-0.000631316); BMPR2(-0.102858); SMAD4(-0.199858); AMH(-0.323812); ACVR1(-0.398453); AMHR2(-0.855606); SMAD1(-1.13847); SMAD5(-1.18178); 
PID_SMAD2_3PATHWAY	17	17	-0.802149	-1.30949	0.904815	0.994838	MAP3K1(0.903983); TGFBRAP1(0.760441); MAPK1(0.309425); UBE2I(0.157567); KPNA2(0.142456); MAPK3(-0.0304901); CTDSP2(-0.034301); SMAD4(-0.199858); SMAD3(-0.321146); KPNB1(-0.394456); CTDSP1(-0.395705); PPM1A(-0.453206); PIAS4(-0.620029); NUP214(-0.865136); NUP153(-1.00573); SMAD2(-1.15056); CTDSPL(-1.17303); 
PID_INSULIN_GLUCOSE_PATHWAY	26	26	-0.746938	-1.15438	0.875829	0.994838	SLC2A4(1.00149); AKT2(0.947394); INS(0.84002); GYS1(0.637064); PPP1R3A(0.584152); PPP1CC(0.377807); INSR(0.335082); GSK3B(0.144671); TBC1D4(0.0730048); YWHAQ(0.0368781); RHOQ(0.0146905); TRIP10(-0.160595); PRKCI(-0.20509); YWHAB(-0.207316); ASIP(-0.403118); VAMP2(-0.514471); YWHAH(-0.533874); SFN(-0.625257); LNPEP(-0.671467); YWHAZ(-0.67485); AKT1(-0.790536); YWHAG(-0.837441); STXBP4(-0.92266); STX4(-0.951892); YWHAE(-0.953313); PRKCZ(-1.38009); 
